cod;pais;cidade;veiculo;timestamp_resp;genero;renda_familiar;local_residencia;posse_bicicleta;posse_bicicleta_eletrica;posse_patinete_eletrica;posse_motocicleta;posse_automovel;posse_nenhum_desses;motivo;migracao_modal;m_caminhada;m_app_taxi;m_automovel;m_onibus_local;m_onibus_corredor;m_metro_trem;m_nao;integracao;i_metro;i_trem;i_onibus;i_fretado;i_automovel;i_app_taxi;i_nao;acidente;a_caminhada;a_bicicleta_propria;a_bicicleta_compartilhada;a_patinete_compartilhada;a_motocicleta;a_automovel;a_transporte_coletivo;a_nao;calcadas_largas_planas;ciclovias_ciclofaixas;traffic_calming;respeito_motoristas;capacete
Y0778;BR;SAO PAULO;BICICLETA;10/03/2019 14:07;FEMININO;DE 01 A 02 SM;FORA - ZONA SUL;0;0;0;0;0;1;TRABALHO;SIM;0;0;0;1;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;2;5;1;4;3
Y0779;BR;SAO PAULO;BICICLETA;10/03/2019 14:10;MASCULINO;DE 10 A 20 SM;FORA - ZONA SUL;0;0;0;0;1;0;LAZER;NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;1;0;0; SIM;0;0;0;0;0;1;0;0;3;5;2;4;1
Y0780;BR;SAO PAULO;BICICLETA;10/03/2019 14:13;FEMININO;DE 05 A 10 SM;FORA - ZONA SUL;0;0;0;0;0;1;TRABALHO;SIM;0;0;0;1;0;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;1;2;3;4;5
Y0781;BR;SAO PAULO;BICICLETA;10/03/2019 14:21;MASCULINO;DE 10 A 20 SM;FORA - ZONA SUL;1;0;0;0;0;0;LAZER;SIM;0;1;0;0;0;1;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;2;4;1;3
Y0782;BR;SAO PAULO;BICICLETA;10/03/2019 14:22;MASCULINO;DE 01 A 02 SM;FORA - ZONA SUL;0;0;0;0;0;1;EDUCACAO;SIM;1;0;0;0;1;1;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;2;1;5;4;3
Y0783;BR;SAO PAULO;BICICLETA;10/03/2019 14:22;MASCULINO;DE 05 A 10 SM;DENTRO;0;0;0;0;0;1;COMPRAS;SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;2;3;4;5
Y0784;BR;SAO PAULO;BICICLETA;10/03/2019 14:24;MASCULINO;DE 02 A 03 SM;DENTRO;1;0;0;0;0;0;LAZER;SIM;0;1;1;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y0785;BR;SAO PAULO;BICICLETA;10/03/2019 14:35;MASCULINO;MAIS DE 20 SM;DENTRO;0;0;0;0;0;1;EDUCACAO;SIM;1;0;0;0;0;0;0; SIM;0;0;0;0;1;0;0; NAO;0;0;0;0;0;0;0;1;1;4;5;2;3
Y0786;BR;SAO PAULO;BICICLETA;10/03/2019 14:40;MASCULINO;DE 05 A 10 SM;FORA - ZONA SUL;1;0;0;0;1;0;LAZER;NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;3;2;5;1
Y0787;BR;SAO PAULO;BICICLETA;10/03/2019 14:40;FEMININO;DE 02 A 03 SM;FORA - ZONA OESTE;1;0;0;0;1;0;EDUCACAO;SIM;1;0;0;0;0;0;0; SIM;0;1;0;0;0;0;0; SIM;0;0;0;0;0;1;0;0;1;2;3;4;5
Y0788;BR;SAO PAULO;BICICLETA;10/03/2019 14:41;MASCULINO;DE 03 A 05 SM;FORA - ZONA OESTE;1;0;0;1;1;0;OUTROS;SIM;0;0;0;1;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;3;4;2;5
Y0789;BR;SAO PAULO;BICICLETA;10/03/2019 14:43;MASCULINO;DE 02 A 03 SM;DENTRO;1;0;0;0;0;0;LAZER;SIM;1;1;0;0;1;0;0; SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;1;3;2
Y0790;BR;SAO PAULO;BICICLETA;10/03/2019 14:44;MASCULINO;DE 01 A 02 SM;FORA - ZONA OESTE;0;0;0;0;0;1;OUTROS;SIM;0;0;0;1;0;0;0; SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y0791;BR;SAO PAULO;BICICLETA;10/03/2019 14:48;MASCULINO;MAIS DE 20 SM;DENTRO;0;0;0;0;1;0;EDUCACAO;SIM;1;0;1;1;0;0;0; SIM;1;0;0;0;0;0;0; SIM;0;0;0;0;0;1;0;0;1;3;4;5;2
Y0792;BR;SAO PAULO;BICICLETA;10/03/2019 14:58;MASCULINO;DE 03 A 05 SM;FORA - ZONA SUL;0;0;0;0;0;1;TRABALHO;SIM;1;0;0;0;1;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;3;2;4;1
Y0793;BR;SAO PAULO;BICICLETA;10/03/2019 15:00;MASCULINO;DE 10 A 20 SM;DENTRO;0;0;0;0;0;1;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;1;2;3
Y0794;BR;SAO PAULO;BICICLETA;10/03/2019 15:04;FEMININO;DE 02 A 03 SM;DENTRO;0;0;0;0;0;1;TRABALHO;SIM;1;0;0;1;0;1;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;2;5;4;3;1
Y0795;BR;SAO PAULO;BICICLETA;10/03/2019 15:05;MASCULINO;DE 10 A 20 SM;DENTRO;0;0;0;0;1;0;LAZER;SIM;1;1;0;1;0;0;0; SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;1;2;4;3;5
Y0796;BR;SAO PAULO;BICICLETA;10/03/2019 15:08;MASCULINO;DE 02 A 03 SM;FORA - ZONA NORTE;0;0;0;0;0;1;LAZER;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y0797;BR;SAO PAULO;BICICLETA;10/03/2019 15:11;MASCULINO;DE 03 A 05 SM;DENTRO;1;0;0;0;0;0;LAZER;SIM;0;0;1;0;0;0;0; SIM;0;0;0;0;1;0;0; NAO;0;0;0;0;0;0;0;1;1;4;3;2;5
Y0798;BR;SAO PAULO;BICICLETA;10/03/2019 15:13;MASCULINO;DE 10 A 20 SM;DENTRO;1;0;0;0;0;0;LAZER;SIM;1;1;1;1;1;0;0; SIM;1;1;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;2;5;3;4;1
Y0799;BR;SAO PAULO;BICICLETA;10/03/2019 15:20;FEMININO;DE 05 A 10 SM;DENTRO;0;0;0;0;0;1;TRABALHO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;1;3;2
Y0800;BR;SAO PAULO;BICICLETA;10/03/2019 15:31;MASCULINO;DE 10 A 20 SM;DENTRO;0;0;0;0;0;1;OUTROS;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;3;2;1;4
Y0801;BR;SAO PAULO;BICICLETA;10/03/2019 15:31;MASCULINO;DE 01 A 02 SM;FORA - ZONA SUL;0;0;0;0;0;1;LAZER;SIM;1;0;0;1;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;3;2;4;1;5
Y0802;BR;SAO PAULO;BICICLETA;10/03/2019 15:33;FEMININO;DE 02 A 03 SM;FORA - ZONA NORTE;0;0;0;0;0;1;TRABALHO;SIM;1;1;1;0;0;0;0; SIM;1;1;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;1;2;3;5
Y0803;BR;SAO PAULO;BICICLETA;10/03/2019 15:36;FEMININO;DE 03 A 05 SM;DENTRO;0;0;0;0;0;1;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;2;3;1
Y0804;BR;SAO PAULO;BICICLETA;10/03/2019 15:38;MASCULINO;DE 01 A 02 SM;DENTRO;0;0;0;0;0;1;OUTROS;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;3;2;1;5
Y0805;BR;SAO PAULO;BICICLETA;10/03/2019 15:43;MASCULINO;DE 05 A 10 SM;FORA - ZONA SUL;0;0;0;0;0;1;LAZER;NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;2;1;4;3;5
Y0806;BR;SAO PAULO;BICICLETA;10/03/2019 15:43;MASCULINO;DE 03 A 05 SM;DENTRO;0;0;0;0;0;1;TRABALHO;SIM;0;0;0;1;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;1;4;3;2
Y0807;BR;SAO PAULO;BICICLETA;10/03/2019 15:55;FEMININO;DE 03 A 05 SM;FORA - ZONA SUL;0;0;0;0;0;1;LAZER;SIM;1;0;0;0;0;0;0; SIM;0;0;0;0;1;0;0; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y0808;BR;SAO PAULO;BICICLETA;10/03/2019 15:57;MASCULINO;ATE 01 SM;FORA - ZONA SUL;0;0;0;0;0;1;LAZER;SIM;1;1;0;0;0;1;0; SIM;1;0;1;0;0;1;0; NAO;0;0;0;0;0;0;0;1;2;1;3;4;5
Y0809;BR;SAO PAULO;BICICLETA;10/03/2019 16:03;MASCULINO;DE 01 A 02 SM;FORA - ZONA NORTE;0;0;0;0;0;1;LAZER;NAO;0;0;0;0;0;0;1; SIM;1;1;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;2;3;4;1
Y0810;BR;SAO PAULO;BICICLETA;10/03/2019 16:04;MASCULINO;DE 02 A 03 SM;DENTRO;0;0;0;0;0;1;EDUCACAO;SIM;1;0;0;0;1;0;0; NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;0;0;1;0;3;1;4;2;5
Y0811;BR;SAO PAULO;BICICLETA;10/03/2019 16:09;FEMININO;DE 05 A 10 SM;DENTRO;0;0;0;0;1;0;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;4;2;1;5
Y0812;BR;SAO PAULO;BICICLETA;10/03/2019 16:10;FEMININO;DE 03 A 05 SM;FORA - ZONA SUL;0;0;0;0;0;1;LAZER;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;5;3;2;1
Y0813;BR;SAO PAULO;BICICLETA;10/03/2019 16:12;MASCULINO;DE 05 A 10 SM;DENTRO;0;0;0;0;1;0;LAZER;SIM;0;0;0;0;1;1;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;5;1;2;4
Y0814;BR;SAO PAULO;BICICLETA;10/03/2019 16:16;MASCULINO;DE 03 A 05 SM;FORA - ZONA SUL;1;0;0;0;0;0;LAZER;SIM;1;0;0;0;0;0;0; SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;5;2;3;1
Y0815;BR;SAO PAULO;BICICLETA;10/03/2019 16:27;MASCULINO;DE 02 A 03 SM;FORA - ZONA SUL;0;0;0;0;0;1;TRABALHO;SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;1;3;2
Y0816;BR;SAO PAULO;BICICLETA;10/03/2019 16:27;MASCULINO;MAIS DE 20 SM;DENTRO;0;0;0;0;1;0;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;3;5;4;2
Y0817;BR;SAO PAULO;BICICLETA;10/03/2019 16:36;MASCULINO;DE 05 A 10 SM;DENTRO;0;0;0;0;1;0;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;2;4;5;1
Y0818;BR;SAO PAULO;BICICLETA;10/03/2019 16:43;MASCULINO;DE 10 A 20 SM;DENTRO;1;0;0;0;1;0;LAZER;SIM;1;0;0;0;0;1;0; SIM;1;1;1;1;1;1;0; NAO;0;0;0;0;0;0;0;1;5;4;1;3;2
Y0819;BR;SAO PAULO;BICICLETA;10/03/2019 16:46;FEMININO;DE 10 A 20 SM;DENTRO;1;0;0;0;1;0;TRABALHO;SIM;0;0;1;0;0;0;0; SIM;1;0;0;0;0;0;0; SIM;0;0;0;0;0;1;0;0;1;5;3;4;2
Y0820;BR;SAO PAULO;BICICLETA;10/03/2019 16:47;MASCULINO;DE 02 A 03 SM;FORA - ZONA NORTE;1;0;0;0;0;0;LAZER;SIM;0;0;0;1;0;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;1;3;2
Y0821;BR;SAO PAULO;BICICLETA;10/03/2019 16:57;MASCULINO;DE 05 A 10 SM;FORA - ZONA SUL;0;0;0;0;1;0;LAZER;SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;2;1;4;3;5
Y0822;BR;SAO PAULO;BICICLETA;10/03/2019 17:02;FEMININO;DE 03 A 05 SM;FORA - ZONA OESTE;0;0;0;0;0;1;OUTROS;SIM;1;0;0;0;1;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;2;4;3;1;5
Y0823;BR;SAO PAULO;BICICLETA;10/03/2019 17:04;FEMININO;DE 10 A 20 SM;FORA - ZONA SUL;0;0;0;0;1;0;LAZER;SIM;1;0;0;0;0;0;0; SIM;0;0;0;0;1;0;0; NAO;0;0;0;0;0;0;0;1;1;5;3;4;2
Y0824;BR;SAO PAULO;BICICLETA;10/03/2019 17:14;MASCULINO;DE 10 A 20 SM;DENTRO;1;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;4;2;5;1
Y0825;BR;SAO PAULO;BICICLETA;10/03/2019 17:14;MASCULINO;DE 05 A 10 SM;DENTRO;1;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;0;1;0;0;0;0;0; SIM;1;1;0;0;0;1;0;0;3;4;2;5;1
Y0826;BR;SAO PAULO;BICICLETA;10/03/2019 17:15;FEMININO;MAIS DE 20 SM;DENTRO;0;0;0;0;1;0;LAZER;NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;1;0;0; NAO;0;0;0;0;0;0;0;1;4;3;1;2;5
Y0827;BR;SAO PAULO;BICICLETA;10/03/2019 17:18;MASCULINO;DE 02 A 03 SM;FORA - ZONA SUL;0;0;0;0;0;1;TRABALHO;SIM;0;0;0;1;0;0;0; SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;1;2;3;4;5
Y0828;BR;SAO PAULO;BICICLETA;10/03/2019 17:18;MASCULINO;DE 05 A 10 SM;DENTRO;1;0;0;0;1;0;COMPRAS;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;4;2;5;1
Y0829;BR;SAO PAULO;BICICLETA;10/03/2019 17:20;FEMININO;DE 05 A 10 SM;DENTRO;1;0;0;0;1;0;LAZER;NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;1; SIM;1;0;0;0;0;0;0;0;3;5;1;2;4
Y0830;BR;SAO PAULO;BICICLETA;10/03/2019 17:28;FEMININO;DE 01 A 02 SM;FORA - ZONA NORTE;0;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y0831;BR;SAO PAULO;BICICLETA;10/03/2019 17:35;FEMININO;DE 05 A 10 SM;DENTRO;0;0;0;0;0;1;TRABALHO;SIM;0;1;0;0;1;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;3;5;1;2;4
Y0832;BR;SAO PAULO;BICICLETA;10/03/2019 17:45;MASCULINO;DE 05 A 10 SM;FORA - ZONA SUL;1;0;0;0;0;0;LAZER;SIM;1;0;0;1;1;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;5;4;2;1
Y0833;BR;SAO PAULO;BICICLETA;10/03/2019 17:46;MASCULINO;DE 05 A 10 SM;DENTRO;1;0;0;0;1;0;LAZER;SIM;1;1;1;0;0;1;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;3;2;4;1
Y0834;BR;SAO PAULO;BICICLETA;10/03/2019 17:49;MASCULINO;DE 10 A 20 SM;DENTRO;0;0;0;0;1;0;LAZER;SIM;1;0;1;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;1;5;2;4
Y0835;BR;SAO PAULO;BICICLETA;10/03/2019 17:49;FEMININO;DE 05 A 10 SM;DENTRO;0;0;0;0;0;1;LAZER;SIM;1;0;0;1;0;1;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;2;1;3
Y0836;BR;SAO PAULO;BICICLETA;10/03/2019 17:50;MASCULINO;DE 05 A 10 SM;FORA - ZONA OESTE;0;0;0;0;0;1;OUTROS;SIM;1;1;1;0;0;1;0; SIM;0;1;0;0;0;1;0; SIM;0;0;1;0;0;0;0;0;4;5;2;3;1
Y0837;BR;SAO PAULO;BICICLETA;10/03/2019 18:08;MASCULINO;DE 10 A 20 SM;FORA - ZONA SUL;0;0;0;0;1;0;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;1;3;2
Y0838;BR;SAO PAULO;BICICLETA;10/03/2019 18:08;MASCULINO;DE 02 A 03 SM;FORA - ZONA OESTE;0;0;0;0;0;1;LAZER;SIM;0;0;0;0;0;1;0; SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;1;3;2;4;5
Y0839;BR;SAO PAULO;BICICLETA;10/03/2019 18:29;MASCULINO;DE 03 A 05 SM;FORA - ZONA OESTE;0;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;0;1;0;0;0;0;0; SIM;1;0;0;0;0;0;0;0;4;3;2;5;1
Y0840;BR;SAO PAULO;BICICLETA;10/03/2019 18:32;FEMININO;DE 02 A 03 SM;FORA - ZONA SUL;0;0;0;0;0;1;TRABALHO;SIM;0;0;0;0;1;0;0; SIM;0;1;0;0;0;0;0; SIM;0;0;0;0;0;0;1;0;3;1;5;4;2
Y0841;BR;SAO PAULO;BICICLETA;10/03/2019 18:52;MASCULINO;DE 01 A 02 SM;FORA - CENTRO;1;0;0;0;0;0;LAZER;NAO;0;0;0;0;0;0;1; SIM;0;1;0;0;0;0;0; SIM;1;1;0;0;0;0;0;0;4;3;2;1;5
Y0842;BR;SAO PAULO;BICICLETA;10/03/2019 19:02;MASCULINO;MAIS DE 20 SM;DENTRO;0;0;0;0;1;0;EDUCACAO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;0;1;0;0;3;1;4;2;5
Y0843;BR;SAO PAULO;BICICLETA;10/03/2019 19:03;FEMININO;DE 10 A 20 SM;FORA - ZONA SUL;1;0;0;1;1;0;TRABALHO;SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;3;2;1
Y0844;BR;SAO PAULO;BICICLETA;10/03/2019 19:25;MASCULINO;DE 02 A 03 SM;FORA - ZONA SUL;1;0;0;0;0;0;TRABALHO;SIM;0;0;0;1;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y0845;BR;SAO PAULO;BICICLETA;10/03/2019 19:30;FEMININO;DE 10 A 20 SM;FORA - ZONA SUL;0;0;0;0;1;0;LAZER;NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;2;4;3;1;5
Y0846;BR;SAO PAULO;BICICLETA;10/03/2019 19:33;FEMININO;DE 05 A 10 SM;FORA - CENTRO;1;0;0;0;1;0;TRABALHO;SIM;1;1;1;1;1;1;0; SIM;1;1;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;2;4;3;1;5
Y0847;BR;SAO PAULO;BICICLETA;10/03/2019 19:42;FEMININO;DE 02 A 03 SM;FORA - ZONA LESTE;0;0;0;0;0;1;LAZER;NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;1; SIM;0;1;0;0;0;0;0;0;5;3;4;1;2
Y0848;BR;SAO PAULO;BICICLETA;10/03/2019 19:47;MASCULINO;DE 10 A 20 SM;DENTRO;1;0;0;0;1;0;OUTROS;SIM;1;0;1;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;2;1;4;3;5
Y0849;BR;SAO PAULO;BICICLETA;10/03/2019 19:47;MASCULINO;DE 01 A 02 SM;FORA - ZONA NORTE;0;0;0;0;0;1;LAZER;NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;1;2;3
Y0850;BR;SAO PAULO;BICICLETA;10/03/2019 19:50;MASCULINO;DE 03 A 05 SM;FORA - ZONA OESTE;0;0;0;0;1;0;TRABALHO;SIM;0;0;0;1;0;0;0; SIM;0;1;0;0;0;0;0; SIM;0;0;0;0;1;0;0;0;1;4;3;2;5
Y0851;BR;SAO PAULO;BICICLETA;10/03/2019 19:52;MASCULINO;ATE 01 SM;FORA - ZONA SUL;0;0;0;0;0;1;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;1;3;2
Y0852;BR;SAO PAULO;BICICLETA;10/03/2019 19:57;MASCULINO;DE 01 A 02 SM;FORA - ZONA SUL;0;0;0;0;1;0;LAZER;NAO;0;0;0;0;0;0;1; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;2;3;1
Y0853;BR;SAO PAULO;BICICLETA;10/03/2019 20:01;MASCULINO;DE 10 A 20 SM;DENTRO;1;0;0;0;0;0;TRABALHO;SIM;1;1;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;3;1;4;2;5
Y0854;BR;SAO PAULO;BICICLETA;10/03/2019 20:02;MASCULINO;DE 02 A 03 SM;DENTRO;0;0;0;0;0;1;TRABALHO;SIM;0;1;0;0;0;0;0; SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;1;4;2;5;3
Y0855;BR;SAO PAULO;BICICLETA;10/03/2019 20:04;FEMININO;DE 02 A 03 SM;FORA - ZONA SUL;0;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;2;4;3;5;1
Y0856;BR;SAO PAULO;BICICLETA;10/03/2019 20:07;MASCULINO;DE 05 A 10 SM;FORA - ZONA SUL;0;0;0;1;1;0;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y0857;BR;SAO PAULO;BICICLETA;10/03/2019 20:11;MASCULINO;MAIS DE 20 SM;FORA - ZONA SUL;1;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; SIM;0;0;1;1;0;0;0;0;1;2;3;5;4
Y0858;BR;SAO PAULO;BICICLETA;10/03/2019 20:25;MASCULINO;DE 05 A 10 SM;FORA - ZONA OESTE;1;0;0;0;0;0;TRABALHO;SIM;0;1;0;0;0;0;0; SIM;0;1;0;0;0;0;0; SIM;0;0;0;0;0;1;0;0;4;3;1;2;5
Y0859;BR;SAO PAULO;BICICLETA;10/03/2019 20:30;MASCULINO;ATE 01 SM;FORA - ZONA SUL;1;0;0;0;0;0;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;3;2;1;4;5
Y0860;BR;SAO PAULO;BICICLETA;10/03/2019 20:42;MASCULINO;DE 05 A 10 SM;FORA - ZONA SUL;1;1;0;0;1;0;OUTROS;SIM;1;1;1;0;0;1;0; NAO;0;0;0;0;0;0;1; SIM;0;1;0;0;0;1;0;0;1;5;2;4;3
Y0861;BR;SAO PAULO;BICICLETA;10/03/2019 20:49;MASCULINO;DE 05 A 10 SM;FORA - ZONA OESTE;0;0;0;0;0;1;LAZER;NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;1;0;0; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y0862;BR;SAO PAULO;BICICLETA;10/03/2019 20:56;FEMININO;DE 02 A 03 SM;DENTRO;0;0;0;0;0;1;COMPRAS;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;1;3;2
Y0863;BR;SAO PAULO;BICICLETA;10/03/2019 21:03;MASCULINO;DE 03 A 05 SM;FORA - ZONA OESTE;0;0;0;0;0;1;LAZER;SIM;0;0;0;1;0;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;2;5;1;4;3
Y0864;BR;SAO PAULO;BICICLETA;10/03/2019 21:05;MASCULINO;DE 03 A 05 SM;FORA - ZONA LESTE;0;0;0;0;0;1;EDUCACAO;SIM;1;0;0;0;0;0;0; SIM;1;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;5;1;3;2
Y0865;BR;SAO PAULO;BICICLETA;10/03/2019 21:16;MASCULINO;ATE 01 SM;DENTRO;0;0;0;0;0;1;TRABALHO;SIM;0;0;0;0;1;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;2;4;3;1;5
Y0866;BR;SAO PAULO;BICICLETA;10/03/2019 21:22;FEMININO;DE 10 A 20 SM;DENTRO;1;0;0;0;0;0;TRABALHO;SIM;1;0;0;0;1;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;2;1;4;3;5
Y0867;BR;SAO PAULO;BICICLETA;10/03/2019 21:30;MASCULINO;DE 05 A 10 SM;FORA - CENTRO;1;0;0;0;1;0;OUTROS;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;1;2;4;3
Y0868;BR;SAO PAULO;BICICLETA;10/03/2019 21:32;MASCULINO;DE 05 A 10 SM;FORA - ZONA SUL;0;0;0;1;1;0;OUTROS;SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y0869;BR;SAO PAULO;BICICLETA;10/03/2019 21:34;MASCULINO;DE 01 A 02 SM;FORA - ZONA OESTE;1;0;0;0;1;0;LAZER;SIM;1;0;1;0;0;0;0; SIM;1;0;1;0;0;0;0; SIM;0;1;0;0;0;0;0;0;5;3;2;4;1
Y0870;BR;SAO PAULO;BICICLETA;10/03/2019 21:40;FEMININO;DE 02 A 03 SM;DENTRO;0;0;0;0;0;1;LAZER;SIM;0;0;0;1;0;0;0; SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
