cod;pais;cidade;veiculo;timestamp_resp;genero;renda_familiar;local_residencia;posse_bicicleta;posse_bicicleta_eletrica;posse_patinete_eletrica;posse_motocicleta;posse_automovel;posse_nenhum_desses;motivo;migracao_modal;m_caminhada;m_app_taxi;m_automovel;m_onibus_local;m_onibus_corredor;m_metro_trem;m_nao;integracao;i_metro;i_trem;i_onibus;i_fretado;i_automovel;i_app_taxi;i_nao;acidente;a_caminhada;a_bicicleta_propria;a_bicicleta_compartilhada;a_patinete_compartilhada;a_motocicleta;a_automovel;a_transporte_coletivo;a_nao;calcadas_largas_planas;ciclovias_ciclofaixas;traffic_calming;respeito_motoristas;capacete
Y0685;BR;SAO PAULO;BICICLETA;10/03/2019 09:30;FEMININO;DE 03 A 05 SM;DENTRO;0;0;0;0;1;0;LAZER;NAO;0;0;0;0;0;0;1; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;5;2;3;1
Y0686;BR;SAO PAULO;BICICLETA;10/03/2019 09:31;MASCULINO;DE 10 A 20 SM;DENTRO;0;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;3;5;2;4;1
Y0687;BR;SAO PAULO;BICICLETA;10/03/2019 09:34;MASCULINO;DE 05 A 10 SM;FORA - ZONA SUL;0;0;0;0;1;0;LAZER;NAO;0;0;0;0;0;0;1; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y0688;BR;SAO PAULO;BICICLETA;10/03/2019 09:39;MASCULINO;MAIS DE 20 SM;FORA - ZONA SUL;1;0;0;1;1;0;LAZER;SIM;0;0;1;0;0;0;0; SIM;0;0;0;0;1;0;0; NAO;0;0;0;0;0;0;0;1;4;5;2;3;1
Y0689;BR;SAO PAULO;BICICLETA;10/03/2019 09:46;FEMININO;DE 03 A 05 SM;DENTRO;0;0;0;0;1;0;LAZER;SIM;0;0;0;0;0;1;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y0690;BR;SAO PAULO;BICICLETA;10/03/2019 09:49;MASCULINO;DE 02 A 03 SM;DENTRO;0;0;0;0;0;1;LAZER;SIM;0;0;0;1;0;0;0; SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;5;2;3;1
Y0691;BR;SAO PAULO;BICICLETA;10/03/2019 09:52;MASCULINO;DE 02 A 03 SM;FORA - ZONA LESTE;1;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; SIM;0;0;1;0;0;0;0;0;1;2;5;3;4
Y0692;BR;SAO PAULO;BICICLETA;10/03/2019 09:52;FEMININO;DE 01 A 02 SM;DENTRO;0;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;1;2;3
Y0693;BR;SAO PAULO;BICICLETA;10/03/2019 09:58;FEMININO;MAIS DE 20 SM;FORA - ZONA SUL;0;0;0;0;1;0;LAZER;NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;1;0;0; NAO;0;0;0;0;0;0;0;1;4;5;2;3;1
Y0694;BR;SAO PAULO;BICICLETA;10/03/2019 10:02;MASCULINO;MAIS DE 20 SM;DENTRO;0;0;0;0;0;1;EDUCACAO;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;1;3;5;2;4
Y0695;BR;SAO PAULO;BICICLETA;10/03/2019 10:04;FEMININO;DE 05 A 10 SM;DENTRO;1;0;0;0;0;0;COMPRAS;SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;2;3;1
Y0696;BR;SAO PAULO;BICICLETA;10/03/2019 10:04;MASCULINO;DE 03 A 05 SM;FORA - CENTRO;0;0;0;0;1;0;LAZER;SIM;1;0;1;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;2;3;1
Y0697;BR;SAO PAULO;BICICLETA;10/03/2019 10:07;MASCULINO;DE 03 A 05 SM;DENTRO;0;0;0;0;1;0;LAZER;SIM;0;0;0;0;1;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;1;2;3
Y0698;BR;SAO PAULO;BICICLETA;10/03/2019 10:09;FEMININO;MAIS DE 20 SM;FORA - ZONA SUL;0;0;0;0;1;0;LAZER;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; SIM;1;1;1;0;0;0;0;0;3;5;2;1;4
Y0699;BR;SAO PAULO;BICICLETA;10/03/2019 10:10;MASCULINO;DE 01 A 02 SM;FORA - ZONA SUL;0;0;0;0;0;1;TRABALHO;SIM;1;0;0;1;0;0;0; SIM;1;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;1;2;3;4;5
Y0700;BR;SAO PAULO;BICICLETA;10/03/2019 10:12;FEMININO;DE 01 A 02 SM;DENTRO;1;0;0;0;1;0;OUTROS;SIM;0;1;1;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;1;2;3
Y0701;BR;SAO PAULO;BICICLETA;10/03/2019 10:15;MASCULINO;DE 02 A 03 SM;FORA - ZONA OESTE;0;0;0;0;1;0;LAZER;SIM;1;0;0;0;0;1;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;1;3;2
Y0702;BR;SAO PAULO;BICICLETA;10/03/2019 10:19;FEMININO;ATE 01 SM;DENTRO;0;0;0;0;0;1;LAZER;SIM;0;0;0;0;0;1;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;1;2;3;4;5
Y0703;BR;SAO PAULO;BICICLETA;10/03/2019 10:20;MASCULINO;DE 03 A 05 SM;DENTRO;1;0;0;0;0;0;EDUCACAO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;4;2;5;3
Y0704;BR;SAO PAULO;BICICLETA;10/03/2019 10:31;FEMININO;DE 02 A 03 SM;FORA - ZONA SUL;0;0;0;0;0;1;LAZER;NAO;0;0;0;0;0;0;1; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;2;5;1;3;4
Y0705;BR;SAO PAULO;BICICLETA;10/03/2019 10:32;MASCULINO;DE 02 A 03 SM;DENTRO;1;0;0;0;0;0;LAZER;NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;2;3;1
Y0706;BR;SAO PAULO;BICICLETA;10/03/2019 10:33;MASCULINO;DE 10 A 20 SM;FORA - ZONA OESTE;0;0;0;0;0;1;OUTROS;SIM;0;0;0;1;0;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;1;4;3;2
Y0707;BR;SAO PAULO;BICICLETA;10/03/2019 10:36;MASCULINO;DE 02 A 03 SM;DENTRO;0;0;0;0;0;1;TRABALHO;SIM;0;0;0;1;0;0;0; SIM;0;1;0;0;0;0;0; SIM;0;0;1;0;0;0;0;0;5;4;1;2;3
Y0708;BR;SAO PAULO;BICICLETA;10/03/2019 10:38;FEMININO;DE 03 A 05 SM;DENTRO;1;0;0;0;1;0;TRABALHO;SIM;1;0;1;1;0;0;0; SIM;0;0;1;0;0;0;0; SIM;1;1;1;0;0;1;0;0;2;1;3;4;5
Y0709;BR;SAO PAULO;BICICLETA;10/03/2019 10:45;MASCULINO;DE 05 A 10 SM;DENTRO;1;0;0;0;1;0;LAZER;NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;1; SIM;0;1;0;0;0;0;0;0;5;4;3;2;1
Y0710;BR;SAO PAULO;BICICLETA;10/03/2019 11:05;FEMININO;DE 03 A 05 SM;DENTRO;1;0;0;0;0;0;LAZER;SIM;1;0;0;0;0;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;3;1;4;2;5
Y0711;BR;SAO PAULO;BICICLETA;10/03/2019 11:19;MASCULINO;DE 10 A 20 SM;DENTRO;0;0;0;0;0;1;TRABALHO;SIM;0;0;0;0;1;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;1;5;3;2
Y0712;BR;SAO PAULO;BICICLETA;10/03/2019 11:22;MASCULINO;DE 02 A 03 SM;FORA - ZONA SUL;0;0;0;0;0;1;OUTROS;SIM;1;0;0;0;0;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;1;3;2;5
Y0713;BR;SAO PAULO;BICICLETA;10/03/2019 11:24;FEMININO;MAIS DE 20 SM;FORA - ZONA SUL;0;0;0;0;1;0;LAZER;SIM;0;1;0;0;0;0;0; SIM;0;0;0;0;0;1;0; NAO;0;0;0;0;0;0;0;1;3;1;4;2;5
Y0714;BR;SAO PAULO;BICICLETA;10/03/2019 11:26;MASCULINO;DE 03 A 05 SM;FORA - ZONA OESTE;0;0;0;0;0;1;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;2;1;3
Y0715;BR;SAO PAULO;BICICLETA;10/03/2019 11:26;FEMININO;MAIS DE 20 SM;DENTRO;1;0;0;0;1;0;EDUCACAO;SIM;1;1;0;1;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;3;5;1;4;2
Y0716;BR;SAO PAULO;BICICLETA;10/03/2019 11:28;FEMININO;DE 10 A 20 SM;DENTRO;0;0;0;0;0;1;LAZER;NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;2;3;1
Y0717;BR;SAO PAULO;BICICLETA;10/03/2019 11:28;MASCULINO;DE 01 A 02 SM;FORA - ZONA SUL;0;0;0;0;0;1;TRABALHO;SIM;0;0;0;0;1;0;0; SIM;0;0;1;0;0;0;0; SIM;0;0;0;0;0;0;1;0;5;4;3;2;1
Y0718;BR;SAO PAULO;BICICLETA;10/03/2019 11:33;FEMININO;DE 01 A 02 SM;FORA - ZONA SUL;0;0;0;0;0;1;LAZER;SIM;0;0;0;1;0;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;3;2;4;1;5
Y0719;BR;SAO PAULO;BICICLETA;10/03/2019 11:34;MASCULINO;ATE 01 SM;FORA - ZONA NORTE;0;0;0;0;1;0;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;2;5;3;4
Y0720;BR;SAO PAULO;BICICLETA;10/03/2019 11:35;FEMININO;DE 03 A 05 SM;FORA - ZONA NORTE;0;0;0;0;0;1;LAZER;SIM;1;0;0;0;0;0;0; SIM;0;0;0;0;0;1;0; NAO;0;0;0;0;0;0;0;1;3;2;5;4;1
Y0721;BR;SAO PAULO;BICICLETA;10/03/2019 11:35;MASCULINO;DE 10 A 20 SM;DENTRO;0;0;0;0;0;1;LAZER;SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;2;3;1;5
Y0722;BR;SAO PAULO;BICICLETA;10/03/2019 11:35;FEMININO;DE 05 A 10 SM;FORA - ZONA SUL;0;0;0;0;0;1;LAZER;NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y0723;BR;SAO PAULO;BICICLETA;10/03/2019 11:40;FEMININO;DE 01 A 02 SM;DENTRO;0;0;0;0;1;0;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;1;2;3
Y0724;BR;SAO PAULO;BICICLETA;10/03/2019 11:42;FEMININO;MAIS DE 20 SM;DENTRO;1;0;0;0;1;0;LAZER;NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;1; SIM;0;1;0;0;0;0;0;0;1;2;3;4;5
Y0725;BR;SAO PAULO;BICICLETA;10/03/2019 11:43;MASCULINO;DE 10 A 20 SM;DENTRO;0;0;0;1;0;0;EDUCACAO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;2;5;1;4
Y0726;BR;SAO PAULO;BICICLETA;10/03/2019 11:45;FEMININO;MAIS DE 20 SM;DENTRO;0;0;0;0;0;1;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;2;1;3
Y0727;BR;SAO PAULO;BICICLETA;10/03/2019 11:46;FEMININO;DE 03 A 05 SM;FORA - ZONA SUL;1;0;0;0;1;0;LAZER;SIM;1;0;0;0;0;0;0; SIM;0;0;0;0;1;0;0; NAO;0;0;0;0;0;0;0;1;3;5;4;2;1
Y0728;BR;SAO PAULO;BICICLETA;10/03/2019 11:46;MASCULINO;DE 01 A 02 SM;FORA - ZONA SUL;1;0;0;0;1;0;LAZER;SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;2;3;1;5
Y0729;BR;SAO PAULO;BICICLETA;10/03/2019 11:48;FEMININO;DE 02 A 03 SM;DENTRO;0;0;0;0;0;1;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;2;3;4;5;1
Y0730;BR;SAO PAULO;BICICLETA;10/03/2019 11:49;MASCULINO;DE 10 A 20 SM;FORA - ZONA SUL;1;0;0;0;1;0;LAZER;SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;4;2;5;1
Y0731;BR;SAO PAULO;BICICLETA;10/03/2019 11:50;FEMININO;DE 02 A 03 SM;FORA - ZONA OESTE;1;0;0;0;0;0;OUTROS;SIM;0;0;0;0;1;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;2;3;1
Y0732;BR;SAO PAULO;BICICLETA;10/03/2019 11:53;MASCULINO;MAIS DE 20 SM;DENTRO;0;0;0;0;1;0;TRABALHO;SIM;1;1;1;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;5;3;4;2
Y0733;BR;SAO PAULO;BICICLETA;10/03/2019 11:54;FEMININO;DE 03 A 05 SM;DENTRO;0;0;0;0;1;0;LAZER;NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;1;0;0; NAO;0;0;0;0;0;0;0;1;2;3;1;4;5
Y0734;BR;SAO PAULO;BICICLETA;10/03/2019 11:54;FEMININO;DE 02 A 03 SM;FORA - ZONA OESTE;0;0;0;0;0;1;TRABALHO;SIM;0;1;0;0;0;0;0; SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;2;1;3
Y0735;BR;SAO PAULO;BICICLETA;10/03/2019 11:56;FEMININO;DE 02 A 03 SM;DENTRO;1;0;0;0;1;0;LAZER;SIM;0;1;1;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;3;4;2;5
Y0736;BR;SAO PAULO;BICICLETA;10/03/2019 11:56;MASCULINO;DE 03 A 05 SM;FORA - ZONA NORTE;0;0;0;0;1;0;OUTROS;NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;3;2;1;5
Y0737;BR;SAO PAULO;BICICLETA;10/03/2019 11:58;FEMININO;DE 03 A 05 SM;DENTRO;0;0;0;0;0;1;LAZER;SIM;0;1;0;1;0;1;0; SIM;1;1;0;0;0;0;0; SIM;0;1;0;0;0;0;0;0;2;5;3;4;1
Y0738;BR;SAO PAULO;BICICLETA;10/03/2019 12:00;FEMININO;DE 10 A 20 SM;DENTRO;1;0;0;0;0;0;LAZER;SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;5;4;2;1
Y0739;BR;SAO PAULO;BICICLETA;10/03/2019 12:06;MASCULINO;DE 05 A 10 SM;FORA - ZONA SUL;0;0;0;0;1;0;LAZER;SIM;1;0;0;1;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;2;1;4;3;5
Y0740;BR;SAO PAULO;BICICLETA;10/03/2019 12:06;FEMININO;DE 05 A 10 SM;FORA - ZONA SUL;0;0;0;0;0;1;OUTROS;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;3;2;5;1
Y0741;BR;SAO PAULO;BICICLETA;10/03/2019 12:09;MASCULINO;DE 10 A 20 SM;DENTRO;0;0;0;0;1;0;TRABALHO;SIM;0;1;0;0;0;0;0; SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;3;1;5;2;4
Y0742;BR;SAO PAULO;BICICLETA;10/03/2019 12:12;FEMININO;DE 02 A 03 SM;FORA - ZONA SUL;0;0;0;0;0;1;LAZER;SIM;1;0;0;0;0;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;1;2;4;3
Y0743;BR;SAO PAULO;BICICLETA;10/03/2019 12:15;FEMININO;DE 01 A 02 SM;FORA - ZONA SUL;1;0;0;0;0;0;TRABALHO;SIM;0;0;0;0;1;0;0; SIM;0;1;0;0;0;0;0; SIM;1;0;0;0;0;0;0;0;5;4;1;3;2
Y0744;BR;SAO PAULO;BICICLETA;10/03/2019 12:20;FEMININO;DE 03 A 05 SM;FORA - ZONA OESTE;0;0;0;0;0;1;LAZER;NAO;0;0;0;0;0;0;1; SIM;1;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;1;3;4;2
Y0745;BR;SAO PAULO;BICICLETA;10/03/2019 12:30;MASCULINO;DE 02 A 03 SM;FORA - ZONA OESTE;1;0;0;0;0;0;LAZER;NAO;0;0;0;0;0;0;1; SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;5;3;2;1
Y0746;BR;SAO PAULO;BICICLETA;10/03/2019 12:31;MASCULINO;DE 10 A 20 SM;FORA - ZONA SUL;1;0;0;0;0;0;LAZER;SIM;1;1;0;1;1;1;0; SIM;1;0;0;0;0;0;0; SIM;0;1;0;0;0;1;1;0;4;1;2;3;5
Y0747;BR;SAO PAULO;BICICLETA;10/03/2019 12:34;MASCULINO;DE 05 A 10 SM;FORA - ZONA SUL;0;0;0;0;1;0;LAZER;SIM;1;0;0;0;0;0;0; SIM;0;0;0;0;1;0;0; NAO;0;0;0;0;0;0;0;1;5;4;2;3;1
Y0748;BR;SAO PAULO;BICICLETA;10/03/2019 12:38;FEMININO;DE 05 A 10 SM;DENTRO;1;0;0;0;1;0;TRABALHO;NAO;0;0;0;0;0;0;1; SIM;1;0;1;0;0;0;0; SIM;0;1;0;0;0;0;0;0;4;5;2;3;1
Y0749;BR;SAO PAULO;BICICLETA;10/03/2019 12:41;FEMININO;DE 02 A 03 SM;FORA - ZONA SUL;0;0;0;0;0;1;LAZER;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y0750;BR;SAO PAULO;BICICLETA;10/03/2019 12:44;FEMININO;DE 05 A 10 SM;FORA - ZONA SUL;1;0;0;0;1;0;LAZER;SIM;0;0;0;0;1;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;3;1;2;4
Y0751;BR;SAO PAULO;BICICLETA;10/03/2019 12:44;FEMININO;DE 10 A 20 SM;DENTRO;0;0;0;0;1;0;TRABALHO;SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;1;3;2
Y0752;BR;SAO PAULO;BICICLETA;10/03/2019 12:49;MASCULINO;DE 03 A 05 SM;FORA - ZONA LESTE;0;0;0;0;1;0;OUTROS;SIM;1;0;1;0;0;0;0; SIM;0;0;0;0;0;1;0; SIM;0;0;0;0;0;1;0;0;1;5;3;4;2
Y0753;BR;SAO PAULO;BICICLETA;10/03/2019 12:54;MASCULINO;DE 02 A 03 SM;FORA - ZONA SUL;1;0;0;0;0;0;OUTROS;SIM;1;0;0;0;0;0;0; SIM;0;0;1;0;0;0;0; SIM;0;1;0;0;0;0;0;0;1;4;2;5;3
Y0754;BR;SAO PAULO;BICICLETA;10/03/2019 12:56;MASCULINO;DE 02 A 03 SM;FORA - ZONA OESTE;0;0;0;0;1;0;TRABALHO;SIM;0;0;0;1;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;5;2;3;1
Y0755;BR;SAO PAULO;BICICLETA;10/03/2019 13:01;MASCULINO;DE 03 A 05 SM;DENTRO;0;0;0;0;0;1;LAZER;SIM;1;1;0;0;0;0;0; SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;3;4;1;5;2
Y0756;BR;SAO PAULO;BICICLETA;10/03/2019 13:02;MASCULINO;DE 03 A 05 SM;FORA - CENTRO;1;0;0;0;0;0;LAZER;SIM;1;0;0;0;0;1;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;2;4;5;3
Y0757;BR;SAO PAULO;BICICLETA;10/03/2019 13:05;MASCULINO;ATE 01 SM;FORA - ZONA LESTE;0;0;0;0;0;1;EDUCACAO;SIM;1;0;0;0;0;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y0758;BR;SAO PAULO;BICICLETA;10/03/2019 13:06;MASCULINO;MAIS DE 20 SM;FORA - ZONA OESTE;0;0;0;0;1;0;LAZER;NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y0759;BR;SAO PAULO;BICICLETA;10/03/2019 13:12;FEMININO;DE 02 A 03 SM;FORA - ZONA LESTE;0;0;0;0;0;1;TRABALHO;SIM;0;0;0;1;1;1;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;2;5;1;3;4
Y0760;BR;SAO PAULO;BICICLETA;10/03/2019 13:15;MASCULINO;DE 05 A 10 SM;DENTRO;0;0;0;0;1;0;COMPRAS;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;5;3;2;4
Y0761;BR;SAO PAULO;BICICLETA;10/03/2019 13:15;FEMININO;DE 01 A 02 SM;FORA - ZONA NORTE;0;0;0;0;0;1;LAZER;NAO;0;0;0;0;0;0;1; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;1;3;2
Y0762;BR;SAO PAULO;BICICLETA;10/03/2019 13:19;MASCULINO;DE 03 A 05 SM;DENTRO;0;0;0;0;0;1;LAZER;SIM;0;1;0;1;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;2;3;1
Y0763;BR;SAO PAULO;BICICLETA;10/03/2019 13:20;MASCULINO;DE 10 A 20 SM;FORA - ZONA SUL;1;0;0;0;0;0;TRABALHO;SIM;1;0;0;1;1;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;5;3;2;1
Y0764;BR;SAO PAULO;BICICLETA;10/03/2019 13:30;MASCULINO;DE 10 A 20 SM;DENTRO;1;0;0;0;1;0;LAZER;SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;1;4;2;3
Y0765;BR;SAO PAULO;BICICLETA;10/03/2019 13:40;MASCULINO;DE 01 A 02 SM;DENTRO;0;0;0;0;0;1;LAZER;NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;1;5;2;4
Y0766;BR;SAO PAULO;BICICLETA;10/03/2019 13:41;FEMININO;DE 02 A 03 SM;FORA - ZONA OESTE;0;0;0;0;0;1;LAZER;NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;1;0;0; NAO;0;0;0;0;0;0;0;1;2;5;4;3;1
Y0767;BR;SAO PAULO;BICICLETA;10/03/2019 13:44;MASCULINO;DE 01 A 02 SM;FORA - CENTRO;0;0;0;0;1;0;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;0;1;1;0;3;2;4;1;5
Y0768;BR;SAO PAULO;BICICLETA;10/03/2019 13:46;MASCULINO;MAIS DE 20 SM;DENTRO;0;0;0;0;1;0;TRABALHO;SIM;0;1;1;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;1;2;3
Y0769;BR;SAO PAULO;BICICLETA;10/03/2019 13:48;MASCULINO;DE 05 A 10 SM;DENTRO;0;0;0;1;1;0;LAZER;SIM;1;0;1;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;5;2;4;1
Y0770;BR;SAO PAULO;BICICLETA;10/03/2019 13:50;FEMININO;DE 01 A 02 SM;DENTRO;0;0;0;0;0;1;LAZER;SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;1;4;2;5
Y0771;BR;SAO PAULO;BICICLETA;10/03/2019 13:52;MASCULINO;DE 02 A 03 SM;FORA - ZONA SUL;0;0;0;0;1;0;LAZER;NAO;0;0;0;0;0;0;1; SIM;1;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;5;1;2;3
Y0772;BR;SAO PAULO;BICICLETA;10/03/2019 13:53;FEMININO;DE 02 A 03 SM;DENTRO;0;0;0;0;0;1;TRABALHO;SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;2;4;3;5
Y0773;BR;SAO PAULO;BICICLETA;10/03/2019 13:56;MASCULINO;DE 01 A 02 SM;DENTRO;1;0;0;0;1;0;LAZER;SIM;1;1;0;1;1;1;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;3;4;2;5;1
Y0774;BR;SAO PAULO;BICICLETA;10/03/2019 13:57;FEMININO;MAIS DE 20 SM;FORA - ZONA SUL;1;0;0;0;1;0;LAZER;SIM;0;1;0;0;0;0;0; SIM;0;0;0;0;0;1;0; SIM;0;1;0;0;0;0;0;0;3;1;5;2;4
Y0775;BR;SAO PAULO;BICICLETA;10/03/2019 14:00;MASCULINO;MAIS DE 20 SM;FORA - ZONA SUL;1;0;0;0;1;0;COMPRAS;SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;1;4;2;5
Y0776;BR;SAO PAULO;BICICLETA;10/03/2019 14:00;MASCULINO;ATE 01 SM;FORA - ZONA OESTE;0;0;0;0;0;1;TRABALHO;SIM;0;0;0;1;0;0;0; NAO;0;0;0;0;0;0;1; SIM;0;0;1;0;0;0;0;0;5;2;1;3;4
Y0777;BR;SAO PAULO;BICICLETA;10/03/2019 14:03;FEMININO;DE 05 A 10 SM;FORA - ZONA SUL;0;0;0;0;1;0;TRABALHO;SIM;0;0;0;0;1;1;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;3;4;2;5;1
